loadingOrder,carrierName,timestamp,longitude,latitude,vesselMMSI,speed,direction,TRANSPORT_TRACE,start_port,end_port,start_lon,start_lat,end_lon,end_lat,geo_bin,tmax,label,speed_bin,direction_bin,end_geo_bin,lon_diff,lat_diff,lon_diff_bin,lat_diff_bin,lon_diff_start,lat_diff_start,lon_diff_start_bin,lat_diff_start_bin,dis_diff_start,dis_diff_start_bin,lon_diff_end,lat_diff_end,lon_diff_end_bin,lat_diff_end_bin,dis_diff_end,dis_diff_end_bin,start_year,start_month,start_weekofyear,start_dayofweek,start_hour,is_covids
AA191175561416,OIEQNT,2019-01-29 22:49:51+00:00,116.499398,22.153048,Y7540547327,34.0,87.7,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,647025,2019-02-23 15:51:55+00:00,593.0344444444445,6.0,17.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,2.224051000000003,0.4246520000000018,4.0,0.0,233.52,4.0,220.804969,3.067087000000001,441.0,6.0,13635.91,272.0,2019,1,5,1,22,0
AA191175561416,OIEQNT,2019-01-29 23:02:04+00:00,116.568513,22.154115,Y7540547327,34.0,91.0,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,647026,2019-02-23 15:51:55+00:00,592.8308333333333,6.0,18.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,2.293166,0.4235849999999992,4.0,0.0,240.46,4.0,220.87408399999998,3.0681540000000034,441.0,6.0,13630.61,272.0,2019,1,5,1,23,0
AA191175561416,OIEQNT,2019-01-30 00:59:46+00:00,117.22763,22.231482,Y7540547327,35.0,83.6,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,647028,2019-02-23 15:51:55+00:00,590.8691666666666,7.0,16.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,2.9522830000000084,0.3462180000000004,5.0,0.0,305.93,6.0,221.533201,3.1455210000000022,443.0,6.0,13574.8,271.0,2019,1,5,2,0,0
AA191175561416,OIEQNT,2019-01-30 02:29:44+00:00,117.734368,22.273413,Y7540547327,34.0,86.4,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,648470,2019-02-23 15:51:55+00:00,589.3697222222222,6.0,17.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,3.4590210000000066,0.30428699999999864,6.0,0.0,357.14,7.0,222.039939,3.1874520000000044,444.0,6.0,13532.99,270.0,2019,1,5,2,2,0
AA191175561416,OIEQNT,2019-01-30 02:39:44+00:00,117.790717,22.27854,Y7540547327,35.0,83.6,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,648471,2019-02-23 15:51:55+00:00,589.2030555555557,7.0,16.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,3.5153700000000043,0.2991600000000005,7.0,0.0,362.84,7.0,222.096288,3.1925790000000016,444.0,6.0,13528.3,270.0,2019,1,5,2,2,0
AA191175561416,OIEQNT,2019-01-30 05:04:34+00:00,118.387397,22.335997,Y7540547327,22.0,83.3,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,648473,2019-02-23 15:51:55+00:00,586.7891666666667,4.0,16.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,4.112050000000012,0.2417030000000011,8.0,0.0,423.41,8.0,222.692968,3.250036000000001,445.0,6.0,13478.21,269.0,2019,1,5,2,5,0
AA191175561416,OIEQNT,2019-01-30 07:48:17+00:00,118.975658,22.397063,Y7540547327,22.0,83.0,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,648475,2019-02-23 15:51:55+00:00,584.0605555555555,4.0,16.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,4.700310999999999,0.1806370000000008,9.0,0.0,483.31,9.0,223.281229,3.3111020000000018,446.0,6.0,13428.26,268.0,2019,1,5,2,7,0
AA191175561416,OIEQNT,2019-01-30 08:51:24+00:00,119.204348,22.423867,Y7540547327,22.0,79.2,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,648476,2019-02-23 15:51:55+00:00,583.0086111111111,4.0,15.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,4.929001,0.15383299999999878,9.0,0.0,506.62,10.0,223.509919,3.3379060000000043,447.0,6.0,13408.56,268.0,2019,1,5,2,8,0
AA191175561416,OIEQNT,2019-01-30 10:04:46+00:00,119.467807,22.452857,Y7540547327,22.0,79.3,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,648477,2019-02-23 15:51:55+00:00,581.7858333333334,4.0,15.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,5.192459999999997,0.12484299999999847,10.0,0.0,533.52,10.0,223.77337799999998,3.366896000000004,447.0,6.0,13385.96,267.0,2019,1,5,2,10,0
AA191175561416,OIEQNT,2019-01-30 11:01:45+00:00,119.686122,22.475985,Y7540547327,24.0,84.4,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,648478,2019-02-23 15:51:55+00:00,580.8361111111112,4.0,16.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,5.410775000000001,0.10171499999999868,10.0,0.0,555.83,11.0,223.99169300000003,3.3900240000000044,447.0,6.0,13367.27,267.0,2019,1,5,2,11,0
AA191175561416,OIEQNT,2019-01-30 12:23:20+00:00,119.998507,22.485343,Y7540547327,21.0,90.5,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,648479,2019-02-23 15:51:55+00:00,579.476388888889,4.0,18.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,5.723160000000008,0.0923569999999998,11.0,0.0,587.86,11.0,224.304078,3.399382000000003,448.0,6.0,13342.17,266.0,2019,1,5,2,12,0
AA191175561416,OIEQNT,2019-01-31 00:48:02+00:00,120.163363,22.497333,Y7540547327,19.0,36.4,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,648480,2019-02-23 15:51:55+00:00,567.0647222222223,3.0,7.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,5.888016000000008,0.08036699999999898,11.0,0.0,604.74,12.0,224.468934,3.411372000000004,448.0,6.0,13328.39,266.0,2019,1,5,3,0,0
AA191175561416,OIEQNT,2019-01-31 22:47:10+00:00,120.259175,22.547253,Y7540547327,21.0,270.8,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,649921,2019-02-23 15:51:55+00:00,545.0791666666668,4.0,54.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,5.983828000000003,0.03044699999999878,11.0,0.0,614.41,12.0,224.564746,3.4612920000000043,449.0,6.0,13317.29,266.0,2019,1,5,3,22,0
AA191175561416,OIEQNT,2019-01-31 23:54:54+00:00,120.029143,22.747427,Y7540547327,36.0,332.8,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,649920,2019-02-23 15:51:55+00:00,543.9502777777778,7.0,66.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,5.753796000000008,0.16972699999999818,11.0,0.0,590.66,11.0,224.33471400000002,3.6614660000000008,448.0,7.0,13320.89,266.0,2019,1,5,3,23,0
AA191175561416,OIEQNT,2019-02-01 00:05:46+00:00,120.0007,22.799793,Y7540547327,35.0,336.8,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,651360,2019-02-23 15:51:55+00:00,543.7691666666667,7.0,67.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,5.7253529999999975,0.22209300000000096,11.0,0.0,587.85,11.0,224.306271,3.713832000000004,448.0,7.0,13319.33,266.0,2019,2,5,4,0,0
AA191175561416,OIEQNT,2019-02-01 00:37:15+00:00,119.9268,22.9464,Y7540547327,35.0,330.6,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,651359,2019-02-23 15:51:55+00:00,543.2444444444445,7.0,66.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,5.651453000000004,0.3687000000000005,11.0,0.0,580.88,11.0,224.232371,3.860439000000003,448.0,7.0,13314.49,266.0,2019,2,5,4,0,0
AA191175561416,OIEQNT,2019-02-01 01:23:22+00:00,119.910585,23.191868,Y7540547327,35.0,4.5,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,652799,2019-02-23 15:51:55+00:00,542.4758333333334,7.0,0.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,5.635238000000001,0.6141679999999994,11.0,1.0,581.27,11.0,224.216156,4.105907000000002,448.0,8.0,13297.96,265.0,2019,2,5,4,1,0
AA191175561416,OIEQNT,2019-02-01 01:54:14+00:00,119.916333,23.355943,Y7540547327,34.0,357.6,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,654239,2019-02-23 15:51:55+00:00,541.9613888888889,6.0,71.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,5.640985999999998,0.7782429999999998,11.0,1.0,583.93,11.0,224.221904,4.2699820000000015,448.0,8.0,13285.6,265.0,2019,2,5,4,1,0
AA191175561416,OIEQNT,2019-02-01 02:45:50+00:00,119.906875,23.622343,Y7540547327,33.0,358.4,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,655679,2019-02-23 15:51:55+00:00,541.101388888889,6.0,71.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,5.631528000000002,1.0446430000000009,11.0,2.0,587.54,11.0,224.212446,4.536382000000003,448.0,9.0,13266.96,265.0,2019,2,5,4,2,0
AA191175561416,OIEQNT,2019-02-01 03:49:47+00:00,119.961257,23.941613,Y7540547327,33.0,14.9,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,657119,2019-02-23 15:51:55+00:00,540.0355555555557,6.0,2.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,5.685910000000009,1.3639130000000002,11.0,2.0,600.27,12.0,224.266828,4.855652000000003,448.0,9.0,13239.51,264.0,2019,2,5,4,3,0
AA191175561416,OIEQNT,2019-02-01 04:28:41+00:00,120.026802,24.130602,Y7540547327,33.0,25.4,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,658560,2019-02-23 15:51:55+00:00,539.3872222222222,6.0,5.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,5.751455000000008,1.5529019999999996,11.0,3.0,611.94,12.0,224.332373,5.044641000000002,448.0,10.0,13220.69,264.0,2019,2,5,4,4,0
AA191175561416,OIEQNT,2019-02-01 05:37:33+00:00,120.207,24.4492,Y7540547327,36.0,26.2,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,660000,2019-02-23 15:51:55+00:00,538.2394444444445,7.0,5.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,5.931652999999997,1.8715000000000008,11.0,3.0,639.52,12.0,224.512571,5.3632390000000045,449.0,10.0,13183.66,263.0,2019,2,5,4,5,0
AA191175561416,OIEQNT,2019-02-01 05:47:40+00:00,120.237893,24.505267,Y7540547327,36.0,27.7,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,661440,2019-02-23 15:51:55+00:00,538.0708333333333,7.0,5.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,5.962546000000002,1.9275669999999998,11.0,3.0,644.42,12.0,224.543464,5.419306000000002,449.0,10.0,13177.21,263.0,2019,2,5,4,5,0
AA191175561416,OIEQNT,2019-02-01 06:31:50+00:00,120.36416,24.725677,Y7540547327,37.0,28.3,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,661441,2019-02-23 15:51:55+00:00,537.3347222222222,7.0,5.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,6.088813000000003,2.147977000000001,12.0,4.0,664.48,13.0,224.669731,5.6397160000000035,449.0,11.0,13151.49,263.0,2019,2,5,4,6,0
AA191175561416,OIEQNT,2019-02-01 07:15:56+00:00,120.492013,24.948908,Y7540547327,37.0,26.4,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,662881,2019-02-23 15:51:55+00:00,536.5997222222223,7.0,5.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,6.216666000000004,2.371208,12.0,4.0,685.29,13.0,224.797584,5.862947000000003,449.0,11.0,13125.47,262.0,2019,2,5,4,7,0
AA191175561416,OIEQNT,2019-02-01 07:25:33+00:00,120.518505,24.998068,Y7540547327,38.0,25.7,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,662882,2019-02-23 15:51:55+00:00,536.4394444444445,7.0,5.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,6.243158000000008,2.420368,12.0,4.0,689.78,13.0,224.824076,5.912107000000002,449.0,11.0,13119.86,262.0,2019,2,5,4,7,0
AA191175561416,OIEQNT,2019-02-01 08:11:09+00:00,120.64243,25.233587,Y7540547327,36.0,24.9,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,664322,2019-02-23 15:51:55+00:00,535.6794444444445,7.0,4.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,6.367083000000008,2.655887,12.0,5.0,711.31,14.0,224.948001,6.1476260000000025,449.0,12.0,13093.26,261.0,2019,2,5,4,8,0
AA191175561416,OIEQNT,2019-02-01 08:51:52+00:00,120.74195,25.418322,Y7540547327,36.0,27.1,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,665762,2019-02-23 15:51:55+00:00,535.0008333333334,7.0,5.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,6.466603000000006,2.840622,12.0,5.0,728.74,14.0,225.047521,6.332361000000002,450.0,12.0,13072.23,261.0,2019,2,5,4,8,0
AA191175561416,OIEQNT,2019-02-01 09:55:54+00:00,120.93174,25.73778,Y7540547327,35.0,28.8,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,667203,2019-02-23 15:51:55+00:00,533.9336111111112,7.0,5.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,6.656393000000008,3.1600800000000007,13.0,6.0,761.1,15.0,225.237311,6.651819000000002,450.0,13.0,13034.55,260.0,2019,2,5,4,9,0
AA191175561416,OIEQNT,2019-02-01 10:01:26+00:00,120.94562,25.76347,Y7540547327,34.0,24.7,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,668643,2019-02-23 15:51:55+00:00,533.8413888888889,6.0,4.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,6.670273000000009,3.185770000000001,13.0,6.0,763.61,15.0,225.251191,6.677509000000002,450.0,13.0,13031.63,260.0,2019,2,5,4,10,0
AA191175561416,OIEQNT,2019-02-01 11:58:05+00:00,121.267463,26.311285,Y7540547327,34.0,27.5,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,671525,2019-02-23 15:51:55+00:00,531.8972222222222,6.0,5.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,6.992116000000008,3.7335850000000015,13.0,7.0,820.33,16.0,225.573034,7.225324000000002,451.0,14.0,12967.4,259.0,2019,2,5,4,11,0
AA191175561416,OIEQNT,2019-02-01 13:31:02+00:00,121.4967,26.7478,Y7540547327,34.0,24.4,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,672965,2019-02-23 15:51:55+00:00,530.3480555555557,6.0,4.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,7.221353000000009,4.1701000000000015,14.0,8.0,864.3,17.0,225.802271,7.661839000000002,451.0,15.0,12918.35,258.0,2019,2,5,4,13,0
AA191175561416,OIEQNT,2019-02-01 13:31:44+00:00,121.4984,26.7512,Y7540547327,34.0,24.1,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,674405,2019-02-23 15:51:55+00:00,530.3363888888889,6.0,4.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,7.223053000000008,4.1735000000000015,14.0,8.0,864.64,17.0,225.803971,7.665239000000002,451.0,15.0,12917.98,258.0,2019,2,5,4,13,0
AA191175561416,OIEQNT,2019-02-01 14:15:14+00:00,121.6101,26.9597,Y7540547327,36.0,26.9,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,674406,2019-02-23 15:51:55+00:00,529.611388888889,7.0,5.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,7.334753000000006,4.3820000000000014,14.0,8.0,886.16,17.0,225.915671,7.873739000000002,451.0,15.0,12894.41,257.0,2019,2,5,4,14,0
AA191175561416,OIEQNT,2019-02-01 14:54:56+00:00,121.703,27.1601,Y7540547327,36.0,22.8,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,675846,2019-02-23 15:51:55+00:00,528.9497222222222,7.0,4.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,7.4276530000000065,4.5824,14.0,9.0,905.81,18.0,226.008571,8.074139000000002,452.0,16.0,12872.85,257.0,2019,2,5,4,14,0
AA191175561416,OIEQNT,2019-02-01 15:48:46+00:00,121.872447,27.42470800000001,Y7540547327,37.0,37.3,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,677287,2019-02-23 15:51:55+00:00,528.0525,7.0,7.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,7.5970999999999975,4.8470080000000095,15.0,9.0,935.89,18.0,226.178018,8.338747000000014,452.0,16.0,12840.92,256.0,2019,2,5,4,15,0
AA191175561416,OIEQNT,2019-02-01 16:32:21+00:00,121.995966,27.64604000000001,Y7540547327,37.0,22.8,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,678727,2019-02-23 15:51:55+00:00,527.3261111111112,7.0,4.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,7.720618999999999,5.06834000000001,15.0,10.0,959.72,19.0,226.301537,8.560079000000012,452.0,17.0,12815.59,256.0,2019,2,5,4,16,0
AA191175561416,OIEQNT,2019-02-01 16:47:53+00:00,122.033743,27.726117,Y7540547327,37.0,22.6,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,678728,2019-02-23 15:51:55+00:00,527.0672222222223,7.0,4.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,7.758396000000005,5.1484169999999985,15.0,10.0,967.82,19.0,226.339314,8.640156000000001,452.0,17.0,12806.95,256.0,2019,2,5,4,16,0
AA191175561416,OIEQNT,2019-02-01 17:41:01+00:00,122.177725,27.995395,Y7540547327,37.0,39.0,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,680168,2019-02-23 15:51:55+00:00,526.1816666666667,7.0,7.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,7.902377999999999,5.4176949999999975,15.0,10.0,996.59,19.0,226.483296,8.909434000000003,452.0,17.0,12776.64,255.0,2019,2,5,4,17,0
AA191175561416,OIEQNT,2019-02-01 18:02:54+00:00,122.249868,28.102737,Y7540547327,38.0,26.4,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,681608,2019-02-23 15:51:55+00:00,525.8169444444445,7.0,5.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,7.97452100000001,5.525037000000001,15.0,11.0,1009.29,20.0,226.555439,9.016776000000004,453.0,18.0,12763.47,255.0,2019,2,5,4,18,0
AA191175561416,OIEQNT,2019-02-01 19:59:27+00:00,122.56621,28.685178000000004,Y7540547327,36.0,23.2,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,684490,2019-02-23 15:51:55+00:00,523.8744444444445,7.0,4.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,8.290863000000002,6.107478000000004,16.0,12.0,1072.72,21.0,226.871781,9.599217000000008,453.0,19.0,12697.68,253.0,2019,2,5,4,19,0
AA191175561416,OIEQNT,2019-02-01 20:59:44+00:00,122.748635,28.9702,Y7540547327,36.0,44.4,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,685930,2019-02-23 15:51:55+00:00,522.8697222222223,7.0,8.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,8.473287999999998,6.392499999999997,16.0,12.0,1106.17,22.0,227.054206,9.884239,454.0,19.0,12663.51,253.0,2019,2,5,4,20,0
AA191175561416,OIEQNT,2019-02-01 21:53:29+00:00,122.921133,29.22237,Y7540547327,37.0,25.5,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,687371,2019-02-23 15:51:55+00:00,521.9738888888892,7.0,5.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,8.645786000000001,6.644670000000001,17.0,13.0,1136.7,22.0,227.226704,10.136409000000004,454.0,20.0,12632.49,252.0,2019,2,5,4,21,0
AA191175561416,OIEQNT,2019-02-01 22:13:12+00:00,122.989913,29.331173,Y7540547327,37.0,31.8,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,688811,2019-02-23 15:51:55+00:00,521.6452777777779,7.0,6.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,8.714566000000005,6.753473,17.0,13.0,1149.47,22.0,227.295484,10.245212000000002,454.0,20.0,12619.54,252.0,2019,2,5,4,22,0
AA191175561416,OIEQNT,2019-02-01 22:44:35+00:00,123.08119,29.482563,Y7540547327,37.0,8.8,CNYTN-MXZLO,771.0,63.0,114.275347,22.5777,-104.305571,19.085960999999998,688812,2019-02-23 15:51:55+00:00,521.1222222222223,7.0,1.0,628862,218.58091800000003,3.4917390000000026,437.0,6.0,8.80584300000001,6.904862999999999,17.0,13.0,1166.92,23.0,227.386761,10.396602,454.0,20.0,12601.85,252.0,2019,2,5,4,22,0
