TRANSPORT_TRACE,start_port,end_port,trace_Dir_mean,trace_Dir_max,trace_Dir_min,trace_Dir_median,trace_Dir_std,trace_aver_speed_mean,trace_aver_speed_max,trace_aver_speed_min,trace_aver_speed_median,trace_aver_speed_std,trace_dis_mean,trace_dis_max,trace_dis_min,trace_dis_median,trace_dis_std,trace_start_anchor_time_mean,trace_start_anchor_time_max,trace_start_anchor_time_min,trace_start_anchor_time_median,trace_start_anchor_time_std,trace_end_anchor_time_mean,trace_end_anchor_time_max,trace_end_anchor_time_min,trace_end_anchor_time_median,trace_end_anchor_time_std,trace_middle_anchor_time_mean,trace_middle_anchor_time_max,trace_middle_anchor_time_min,trace_middle_anchor_time_median,trace_middle_anchor_time_std,trace_anchor_time_mean,trace_anchor_time_max,trace_anchor_time_min,trace_anchor_time_median,trace_anchor_time_std,trace_label_mean,trace_label_max,trace_label_min,trace_label_median,trace_label_std
CLVAP-HKHKG,217.0,771.0,288.98866911536015,289.6891102257637,288.28822800495664,288.98866911536015,0.9905733179763846,34.16254408921729,34.50986758552794,33.815220592906634,34.16254408921729,0.4911895990133663,19495.395000000008,19516.68000000001,19474.110000000004,19495.395000000008,30.101535675116267,6.270416666666665,11.468611111111107,1.0722222222222224,6.270416666666665,7.351357083185807,0.0,0.0,0.0,0.0,0.0,1.4159722222222229,2.8319444444444457,0.0,1.4159722222222229,2.0024871206102377,7.68638888888889,14.300555555555556,1.0722222222222224,7.68638888888889,9.353844203796047,570.7311111111111,577.1566666666666,564.3055555555555,570.7311111111111,9.087107812448442
CNCWN-NLRTM,771.0,355.0,246.4358633776091,246.4358633776091,246.4358633776091,246.4358633776091,0.0,32.48418031899028,32.48418031899028,32.48418031899028,32.48418031899028,0.0,18243.629999999983,18243.629999999983,18243.629999999983,18243.629999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.52861111111111,23.52861111111111,23.52861111111111,23.52861111111111,0.0,23.52861111111111,23.52861111111111,23.52861111111111,23.52861111111111,0.0,561.6158333333333,561.6158333333333,561.6158333333333,561.6158333333333,0.0
CNCWN-SGSIN,771.0,726.0,203.75757575757572,203.75757575757572,203.75757575757572,203.75757575757572,0.0,32.154046734185044,32.154046734185044,32.154046734185044,32.154046734185044,0.0,2658.05,2658.05,2658.05,2658.05,0.0,0.0,0.0,0.0,0.0,0.0,0.16361111111111112,0.16361111111111112,0.16361111111111112,0.16361111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.66611111111109,82.66611111111109,82.66611111111109,82.66611111111109,0.0
CNDCB-SGSIN,771.0,726.0,205.49350520376967,207.36734693877548,203.0,205.84883720930236,1.1994458776704768,32.99566345930886,35.20832056054302,29.527213230850002,33.45860004414523,1.7132173048567236,2677.394411764707,2694.8299999999995,2627.6900000000005,2686.96,20.59070608105063,0.0,0.0,0.0,0.0,0.0,1.310825163398693,7.209722222222222,0.0,0.18791666666666668,2.182801819160573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.36477124183007,90.99944444444445,76.11666666666666,80.23027777777777,4.444186769398344
CNHKG-ARBUE,771.0,260.0,254.02803398058253,254.02803398058253,254.02803398058253,254.02803398058253,0.0,24.09667962974956,24.09667962974956,24.09667962974956,24.09667962974956,0.0,21392.48999999999,21392.48999999999,21392.48999999999,21392.48999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.663333333333333,2.663333333333333,2.663333333333333,2.663333333333333,0.0,151.0011111111111,151.0011111111111,151.0011111111111,151.0011111111111,0.0,151.0625,151.0625,151.0625,151.0625,0.0,887.7775,887.7775,887.7775,887.7775,0.0
CNHKG-BDCGP,771.0,705.0,275.2255530196629,280.3859375,270.0651685393259,275.2255530196629,7.297885719152323,19.222904745644463,23.646021319580733,14.799788171708196,19.222904745644463,6.255231446817889,5442.529999999999,5458.729999999999,5426.33,5442.529999999999,22.91025971044292,0.0,0.0,0.0,0.0,0.0,74.43541666666667,111.15666666666668,37.71416666666666,74.43541666666667,51.93168977729304,59.38763888888889,96.625,22.15027777777777,59.38763888888889,52.6615811103178,59.38763888888889,96.625,22.15027777777777,59.38763888888889,52.6615811103178,298.75055555555554,366.6491666666666,230.85194444444446,298.75055555555554,96.02313669962977
CNHKG-BRSSZ,771.0,279.0,257.2715383208517,257.79171195652174,256.7229219143577,257.1991803278688,0.4298269349137937,29.943076485150733,31.00397125584013,28.784122915327746,30.045633355496303,0.865589744653104,19459.448000000004,19513.39999999999,19393.57999999999,19471.190000000013,51.20567029148619,1.292388888888889,6.461944444444446,0.0,0.0,2.889869408920979,4.867166666666668,19.427222222222227,0.1388888888888889,1.1900000000000002,8.203835391991293,39.43522222222222,53.3313888888889,32.21666666666666,35.010555555555555,8.646202199627997,40.73205555555556,53.353611111111114,32.21666666666666,35.010555555555555,9.616236588126734,650.2937222222222,674.6830555555556,629.3838888888888,645.4708333333333,17.895010814754713
CNHKG-DOSDQ,771.0,228.0,108.54799541809851,108.54799541809851,108.54799541809851,108.54799541809851,0.0,21.14995248696481,21.14995248696481,21.14995248696481,21.14995248696481,0.0,20921.58000000001,20921.58000000001,20921.58000000001,20921.58000000001,0.0,4.89861111111111,4.89861111111111,4.89861111111111,4.89861111111111,0.0,0.0,0.0,0.0,0.0,0.0,222.5066666666667,222.5066666666667,222.5066666666667,222.5066666666667,0.0,227.40527777777783,227.40527777777783,227.40527777777783,227.40527777777783,0.0,989.2022222222223,989.2022222222223,989.2022222222223,989.2022222222223,0.0
CNHKG-ESVLC,771.0,329.0,280.3644359464626,280.3644359464626,280.3644359464626,280.3644359464626,0.0,22.392790029293085,22.392790029293085,22.392790029293085,22.392790029293085,0.0,16206.109999999993,16206.109999999993,16206.109999999993,16206.109999999993,0.0,0.19361111111111112,0.19361111111111112,0.19361111111111112,0.19361111111111112,0.0,3.7355555555555564,3.7355555555555564,3.7355555555555564,3.7355555555555564,0.0,212.80277777777772,212.80277777777772,212.80277777777772,212.80277777777772,0.0,212.9963888888889,212.9963888888889,212.9963888888889,212.9963888888889,0.0,723.72,723.72,723.72,723.72,0.0
CNHKG-GTPRQ,771.0,101.0,97.42062559197372,99.1741835147745,95.66706766917294,97.42062559197372,2.4799053968316565,25.724443241295134,25.863091700035593,25.585794782554675,25.724443241295134,0.19607853075288337,16085.915000000012,16471.360000000004,15700.47000000002,16085.915000000012,545.1015465488869,6.6379166666666665,13.275833333333333,0.0,6.6379166666666665,9.387431775902407,4.477222222222222,7.668611111111112,1.2858333333333332,4.477222222222222,4.51330544947347,71.31333333333333,89.82777777777777,52.7988888888889,71.31333333333333,26.183378433136525,77.95124999999999,89.82777777777777,66.07472222222222,77.95124999999999,16.79594665723412,625.4152777777778,643.7697222222222,607.0608333333333,625.4152777777778,25.957104263156815
CNHKG-IDJKT,771.0,743.0,187.53150183150183,191.84761904761902,183.21538461538464,187.53150183150183,6.103911503824939,25.416698013069816,26.84636905154212,23.987026974597512,25.416698013069816,2.021860172339559,3289.329999999999,3297.369999999999,3281.2899999999986,3289.329999999999,11.370277041480115,19.79111111111111,26.238055555555555,13.344166666666665,19.79111111111111,9.117356269199213,2.556666666666667,5.010555555555556,0.1027777777777778,2.556666666666667,3.470322947223312,0.0,0.0,0.0,0.0,0.0,19.79111111111111,26.238055555555555,13.344166666666665,19.79111111111111,9.117356269199213,129.84472222222223,137.46472222222224,122.22472222222223,129.84472222222223,10.77630734528299
CNHKG-JPTYO,771.0,850.0,64.97442506711772,83.33406593406595,58.95748031496064,63.39099099099097,5.979440417081394,24.994301876604485,30.93271713221711,18.515986632255554,25.76660409168631,2.467006943073788,3018.624226804124,3268.55,2940.2000000000007,2987.9400000000005,76.48539421891623,11.239095074455902,47.168888888888894,0.0,11.430833333333332,9.550374091733255,1.3212800687285227,16.99416666666667,0.0,0.13333333333333333,3.4239376165012456,7.551824169530352,41.581666666666656,0.0,0.0,12.923426557165048,18.79413516609393,88.75055555555555,0.0,14.050555555555556,13.862952752148036,122.13455899198173,164.9013888888889,95.32722222222222,116.15694444444445,14.362921555020309
CNHKG-KRINC,771.0,829.0,78.01339682539682,106.676,49.35079365079365,78.01339682539682,40.535042142441945,22.779964792276278,23.43648021984313,22.123449364709426,22.779964792276278,0.9284530215722132,2567.575,2860.9,2274.2499999999995,2567.575,414.8241931830885,0.0,0.0,0.0,0.0,0.0,1.5793055555555557,2.7188888888888894,0.4397222222222223,1.5793055555555557,1.6116142054543399,12.897083333333331,15.659722222222221,10.134444444444442,12.897083333333331,3.906961384606005,12.922083333333333,15.659722222222221,10.184444444444443,12.922083333333333,3.8716060455466783,113.17708333333331,129.31527777777777,97.03888888888888,113.17708333333331,22.822853455547474
CNHKG-LKCMB,771.0,683.0,251.8474311961474,261.15463917525767,231.23285714285717,256.21192660550463,11.793329079182831,21.391787973221078,23.34090186263257,18.27929834068016,21.099305615052053,2.092882676415349,5640.451999999999,5697.1799999999985,5609.520000000001,5626.48,33.80052543970219,16.926111111111112,33.448055555555555,0.0,25.491111111111113,15.780925530828915,2.211722222222222,7.5330555555555545,0.4419444444444445,1.1111111111111112,2.987255913630186,35.02761111111111,55.948611111111106,7.4075,34.665833333333346,17.71945629495693,51.953722222222225,75.89833333333333,7.4075,60.156944444444456,26.0364221805036,265.91999999999996,311.6738888888889,241.05666666666667,265.8627777777777,28.872738218429124
CNHKG-MMRGN,771.0,706.0,265.975695479384,285.8530303030303,246.09836065573768,265.975695479384,28.110796491431643,21.257410210824055,23.15390333183425,19.360917089813864,21.257410210824055,2.682046292679896,4897.139999999999,4974.749999999998,4819.53,4897.139999999999,109.75711457577512,1.7116666666666667,3.32,0.10333333333333332,1.7116666666666667,2.274526812816728,4.36875,8.7375,0.0,4.36875,6.17834550061746,28.326388888888886,34.03,22.62277777777777,28.326388888888886,8.066124187835216,30.03805555555556,37.35,22.726111111111113,30.03805555555556,10.34065100065194,232.55,256.9480555555556,208.15194444444444,232.55,34.50406106219893
CNHKG-MUPLU,771.0,651.0,237.41681034482758,237.41681034482758,237.41681034482758,237.41681034482758,0.0,25.185844265564484,25.185844265564484,25.185844265564484,25.185844265564484,0.0,8910.219999999998,8910.219999999998,8910.219999999998,8910.219999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.24666666666667,32.24666666666667,32.24666666666667,32.24666666666667,0.0,32.24666666666667,32.24666666666667,32.24666666666667,32.24666666666667,0.0,353.77888888888884,353.77888888888884,353.77888888888884,353.77888888888884,0.0
CNHKG-MXZLO,771.0,63.0,96.33136575331199,101.37624810892588,94.08381502890172,95.2994065281899,2.9733835619541136,25.657983852946597,26.510564445899316,24.055644462010253,26.385843941746835,1.1166856093647,14650.600000000002,15050.040000000012,14307.840000000013,14472.289999999995,353.0815475920573,3.913777777777778,15.685,0.0,0.0,6.791824781163358,0.41688888888888886,0.7680555555555555,0.0,0.4144444444444445,0.3283831157033082,166.56211111111114,324.73722222222233,75.28361111111111,85.23416666666667,119.58807657495217,170.47588888888887,340.42222222222233,75.28361111111111,85.23416666666667,125.62519431828844,571.9234444444444,602.7994444444445,539.7033333333334,569.3941666666667,29.775296401459244
CNHKG-MXZLO-SVAQJ,771.0,107.0,93.73166666666668,93.73166666666668,93.73166666666668,93.73166666666668,0.0,21.758097214179653,21.758097214179653,21.758097214179653,21.758097214179653,0.0,16376.249999999998,16376.249999999998,16376.249999999998,16376.249999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.38,95.38,95.38,95.38,0.0,95.38,95.38,95.38,95.38,0.0,752.6508333333335,752.6508333333335,752.6508333333335,752.6508333333335,0.0
CNHKG-MYPKG,771.0,716.0,221.97768248838395,229.71052631578945,216.1089108910891,221.94442815249266,5.4681756681241955,24.561185551705425,29.25312931277049,23.00691229309628,23.6780010961562,2.3596352780361585,3028.0816666666674,3057.51,3003.69,3030.1800000000007,19.69958823596752,13.622499999999997,20.767499999999995,0.0,14.634305555555555,7.203968016668672,0.09416666666666666,0.16361111111111112,0.0,0.12694444444444447,0.07426512399488275,12.436574074074075,17.253055555555562,9.997500000000004,11.61694444444445,2.6626036620790705,26.06375,35.41916666666667,11.81,26.70180555555555,8.2325755063402,124.1286574074074,132.89527777777778,103.65694444444445,126.98388888888888,10.578419377449814
CNHKG-MYTPP-NGAPP,771.0,350.0,269.4180461329716,269.4180461329716,269.4180461329716,269.4180461329716,0.0,17.104421567440454,17.104421567440454,17.104421567440454,17.104421567440454,0.0,19503.54,19503.54,19503.54,19503.54,0.0,1.9052777777777776,1.9052777777777776,1.9052777777777776,1.9052777777777776,0.0,133.17055555555555,133.17055555555555,133.17055555555555,133.17055555555555,0.0,111.55583333333333,111.55583333333333,111.55583333333333,111.55583333333333,0.0,113.4611111111111,113.4611111111111,113.4611111111111,113.4611111111111,0.0,1140.2630555555556,1140.2630555555556,1140.2630555555556,1140.2630555555556,0.0
CNHKG-MZMPM,771.0,542.0,245.23299787133396,246.7827814569537,243.68321428571426,245.23299787133396,2.1917249655266047,20.471209680836147,22.02940448943637,18.913014872235927,20.471209680836147,2.203620231141784,11729.215,11905.580000000005,11552.849999999993,11729.215,249.41777492794026,8.77875,17.5575,0.0,8.77875,12.41502731068281,0.46166666666666667,0.7975,0.12583333333333332,0.46166666666666667,0.4749400546969644,24.926388888888887,48.006388888888885,1.8463888888888893,24.926388888888887,32.64004901957103,33.70513888888889,65.56388888888888,1.8463888888888893,33.70513888888889,45.05507633025383,576.96,629.4913888888889,524.4286111111112,576.96,74.2906026169619
CNHKG-PECLL,771.0,192.0,107.01760814418321,109.24484256243214,104.7903737259343,107.01760814418321,3.1497851208717766,22.693864917627167,22.786442480679806,22.60128735457453,22.693864917627167,0.1309244452404894,20146.090000000015,20153.750000000025,20138.430000000004,20146.090000000015,10.832875887793136,0.0,0.0,0.0,0.0,0.0,0.22097222222222224,0.26666666666666666,0.17527777777777778,0.22097222222222224,0.06462170305843726,161.17652777777778,162.66055555555556,159.6925,161.17652777777778,2.0987322102717463,161.20972222222224,162.72694444444446,159.6925,161.20972222222224,2.145676243800534,887.7490277777778,891.7080555555556,883.79,887.7490277777778,5.598910777145188
CNHKG-PHMNL,771.0,809.0,134.0836993220683,145.22727272727272,124.54,134.97,6.9622961581919895,21.354372175983737,29.631123249462487,13.447792200676654,20.126734639008962,6.462586887297398,1319.4481818181819,1640.4599999999996,1081.3200000000004,1172.14,251.17818754096376,6.709444444444443,17.643611111111113,0.0,8.739166666666666,7.048495354276631,6.336868686868686,21.103055555555557,0.0,0.405,8.349901984427786,4.571944444444444,17.461388888888884,0.0,0.1,6.761901101934698,11.28138888888889,35.105,0.0,8.910277777777777,11.63855224784964,68.75810606060607,121.67722222222223,38.242222222222225,76.46444444444444,28.33473060247963
CNHKG-RUVVO,771.0,841.0,66.3121387283237,66.3121387283237,66.3121387283237,66.3121387283237,0.0,13.818322652755551,13.818322652755551,13.818322652755551,13.818322652755551,0.0,3736.3900000000012,3736.3900000000012,3736.3900000000012,3736.3900000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.7205555555555556,0.7205555555555556,0.7205555555555556,0.7205555555555556,0.0,96.6975,96.6975,96.6975,96.6975,0.0,96.6975,96.6975,96.6975,96.6975,0.0,270.3938888888889,270.3938888888889,270.3938888888889,270.3938888888889,0.0
CNHKG-SCPOV,771.0,645.0,171.98556149732622,171.98556149732622,171.98556149732622,171.98556149732622,0.0,16.094066921478976,16.094066921478976,16.094066921478976,16.094066921478976,0.0,11160.689999999995,11160.689999999995,11160.689999999995,11160.689999999995,0.0,0.0,0.0,0.0,0.0,0.0,9.470833333333333,9.470833333333333,9.470833333333333,9.470833333333333,0.0,36.70111111111111,36.70111111111111,36.70111111111111,36.70111111111111,0.0,36.70111111111111,36.70111111111111,36.70111111111111,36.70111111111111,0.0,693.4661111111111,693.4661111111111,693.4661111111111,693.4661111111111,0.0
CNHKG-TOKYO,771.0,850.0,71.93577235772358,71.93577235772358,71.93577235772358,71.93577235772358,0.0,22.27765623307701,22.27765623307701,22.27765623307701,22.27765623307701,0.0,3142.4800000000014,3142.4800000000014,3142.4800000000014,3142.4800000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.49583333333333,27.49583333333333,27.49583333333333,27.49583333333333,0.0,27.49583333333333,27.49583333333333,27.49583333333333,27.49583333333333,0.0,141.05972222222226,141.05972222222226,141.05972222222226,141.05972222222226,0.0
CNHKG-ZADUR,771.0,529.0,242.46701091839523,242.71385869565216,241.97331536388145,242.71385869565216,0.4275528919444014,23.372862964715235,23.39336249205564,23.33186391003442,23.39336249205564,0.03550622288473161,11788.643333333332,11808.710000000005,11778.609999999995,11778.609999999995,17.378243102613197,18.59675925925926,19.545000000000005,16.700277777777774,19.545000000000005,1.6424011407697152,9.627037037037038,10.980555555555556,6.920000000000001,10.980555555555556,2.3443628430594305,128.2486111111111,172.59583333333333,39.55416666666665,172.59583333333333,76.81164206343648,146.84537037037038,192.14083333333332,56.25444444444444,192.14083333333332,78.45404320420617,504.3746296296296,506.1194444444445,503.5022222222222,503.5022222222222,1.5110539545291375
CNNGB-CNSHA-CNSHK-KHKOS,814.0,725.0,205.9588709677419,205.9588709677419,205.9588709677419,205.9588709677419,0.0,19.529455321500876,19.529455321500876,19.529455321500876,19.529455321500876,0.0,4102.71,4102.71,4102.71,4102.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.3113888888889,64.3113888888889,64.3113888888889,64.3113888888889,0.0,64.3113888888889,64.3113888888889,64.3113888888889,64.3113888888889,0.0,210.07805555555558,210.07805555555558,210.07805555555558,210.07805555555558,0.0
CNNSA-AOLAD,769.0,431.0,261.2080409356725,261.3453947368421,260.93333333333334,261.3453947368421,0.23790376223842846,19.841857004756264,20.524290166737906,18.615439966180663,20.385840881350227,1.0643618348745418,17232.92333333335,17247.050000000007,17225.86000000002,17225.86000000002,12.234052204121639,2.776851851851852,7.0152777777777775,0.0,1.315277777777778,3.729031999775517,64.73240740740742,104.29722222222223,44.95,44.95,34.26413472565655,132.7900925925926,226.33527777777775,86.0175,86.01750000000001,81.01250677209006,135.56694444444443,226.33527777777775,87.3327777777778,93.03277777777778,78.65933035618424,870.258148148148,926.4916666666667,839.2913888888887,844.9913888888889,48.782978114598876
CNNSA-BNMUA,769.0,777.0,161.34457831325295,161.34457831325295,161.34457831325295,161.34457831325295,0.0,17.585112837223534,17.585112837223534,17.585112837223534,17.585112837223534,0.0,2777.720000000001,2777.720000000001,2777.720000000001,2777.720000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.5386111111111112,0.5386111111111112,0.5386111111111112,0.5386111111111112,0.0,50.07444444444446,50.07444444444446,50.07444444444446,50.07444444444446,0.0,50.07444444444446,50.07444444444446,50.07444444444446,50.07444444444446,0.0,157.95861111111108,157.95861111111108,157.95861111111108,157.95861111111108,0.0
CNNSA-CGPNR-CMDLA,769.0,394.0,257.9793427230046,257.9793427230046,257.9793427230046,257.9793427230046,0.0,18.462727148092565,18.462727148092565,18.462727148092565,18.462727148092565,0.0,17806.09000000002,17806.09000000002,17806.09000000002,17806.09000000002,0.0,5.6658333333333335,5.6658333333333335,5.6658333333333335,5.6658333333333335,0.0,25.72916666666667,25.72916666666667,25.72916666666667,25.72916666666667,0.0,85.33361111111111,85.33361111111111,85.33361111111111,85.33361111111111,0.0,90.99944444444445,90.99944444444445,90.99944444444445,90.99944444444445,0.0,964.4344444444445,964.4344444444445,964.4344444444445,964.4344444444445,0.0
